kanji	grade	sentence	target	reading	difficulty
興	5	自由研究のテーマを復興に決めました。	復興	ふっこう	4
講	5	日記に講演を使ってみました。	講演	こうえん	3
講	5	授業で講堂のしくみを学びました。	講堂	こうどう	3
混	5	国語のドリルに混雑が出てきました。	混雑	こんざつ	2
混	5	ニュースで混合が話題になっていました。	混合	こんごう	3
査	5	辞書で調査の意味を調べました。	調査	ちょうさ	3
査	5	見学先で検査を体験しました。	検査	けんさ	2
再	5	テストで再開の読みを書きました。	再開	さいかい	2
再	5	授業で再生のしくみを学びました。	再生	さいせい	3
災	5	辞書で災害の意味を調べました。	災害	さいがい	3
災	5	授業で火災のしくみを学びました。	火災	かさい	3
妻	5	国語のドリルに妻が出てきました。	妻	つま	1
妻	5	将来妻子に関わる仕事がしたいです。	妻子	さいし	3
採	5	テストで採用の読みを書きました。	採用	さいよう	3
採	5	自由研究のテーマを採取に決めました。	採取	さいしゅ	3
際	5	テストで国際の読みを書きました。	国際	こくさい	3
際	5	ニュースで交際が話題になっていました。	交際	こうさい	3
在	5	国語のドリルに在庫が出てきました。	在庫	ざいこ	3
在	5	見学先で在学を体験しました。	在学	ざいがく	2
財	5	日記に財産を使ってみました。	財産	ざいさん	3
財	5	将来財政に関わる仕事がしたいです。	財政	ざいせい	3
罪	5	国語のドリルに罪が出てきました。	罪	つみ	2
罪	5	図書館で犯罪についての本を借りました。	犯罪	はんざい	3
雑	5	テストで雑誌の読みを書きました。	雑誌	ざっし	2
雑	5	授業で複雑のしくみを学びました。	複雑	ふくざつ	3
酸	5	国語のドリルに酸素が出てきました。	酸素	さんそ	3
酸	5	ニュースで酸味が話題になっていました。	酸味	さんみ	2
賛	5	テストで賛成の読みを書きました。	賛成	さんせい	2
賛	5	自由研究のテーマを賞賛に決めました。	賞賛	しょうさん	4
支	5	友だちが支店と言っていました。	支店	してん	2
支	5	ニュースで支えるが話題になっていました。	支える	ささえる	2
志	5	国語のドリルに志望が出てきました。	志望	しぼう	3
志	5	見学先で意志を体験しました。	意志	いし	2
枝	5	国語のドリルに枝が出てきました。	枝	えだ	1
枝	5	父が小枝について説明してくれました。	小枝	こえだ	2
師	5	国語のドリルに医師が出てきました。	医師	いし	3
師	5	ニュースで師匠が話題になっていました。	師匠	ししょう	4
資	5	日記に資料を使ってみました。	資料	しりょう	2
資	5	見学先で資源を体験しました。	資源	しげん	3
飼	5	辞書で飼うの意味を調べました。	飼う	かう	1
飼	5	自由研究のテーマを飼育に決めました。	飼育	しいく	3
示	5	先生が黒板に示すと書きました。	示す	しめす	2
示	5	見学先で指示を体験しました。	指示	しじ	3
似	5	先生が黒板に似ると書きました。	似る	にる	1
似	5	見学先で類似を体験しました。	類似	るいじ	4
識	5	授業で知識という言葉を習いました。	知識	ちしき	3
識	5	図書館で認識についての本を借りました。	認識	にんしき	4
質	5	辞書で質問の意味を調べました。	質問	しつもん	2
質	5	将来品質に関わる仕事がしたいです。	品質	ひんしつ	3
舎	5	テストで校舎の読みを書きました。	校舎	こうしゃ	2
舎	5	見学先で宿舎を体験しました。	宿舎	しゅくしゃ	4
謝	5	国語のドリルに謝るが出てきました。	謝る	あやまる	2
謝	5	授業で感謝のしくみを学びました。	感謝	かんしゃ	2
授	5	テストで授業の読みを書きました。	授業	じゅぎょう	2
授	5	見学先で授与を体験しました。	授与	じゅよ	4
修	5	辞書で修理の意味を調べました。	修理	しゅうり	3
修	5	見学先で研修を体験しました。	研修	けんしゅう	3
述	5	日記に述べるを使ってみました。	述べる	のべる	2
述	5	父が記述について説明してくれました。	記述	きじゅつ	4
術	5	友だちが技術と言っていました。	技術	ぎじゅつ	3
術	5	図書館で手術についての本を借りました。	手術	しゅじゅつ	3
準	5	辞書で準備の意味を調べました。	準備	じゅんび	2
準	5	将来基準に関わる仕事がしたいです。	基準	きじゅん	3
序	5	テストで順序の読みを書きました。	順序	じゅんじょ	3
序	5	父が序章について説明してくれました。	序章	じょしょう	4
招	5	国語のドリルに招待が出てきました。	招待	しょうたい	2
招	5	将来招くに関わる仕事がしたいです。	招く	まねく	2
承	5	辞書で承知の意味を調べました。	承知	しょうち	3
承	5	見学先で継承を体験しました。	継承	けいしょう	4
証	5	先生が黒板に証明と書きました。	証明	しょうめい	3
証	5	自由研究のテーマを証拠に決めました。	証拠	しょうこ	3
条	5	テストで条約の読みを書きました。	条約	じょうやく	4
条	5	ニュースで条項が話題になっていました。	条項	じょうこう	4
状	5	国語のドリルに状態が出てきました。	状態	じょうたい	2
状	5	自由研究のテーマを現状に決めました。	現状	げんじょう	3
常	5	国語のドリルに常識が出てきました。	常識	じょうしき	3
常	5	自由研究のテーマを非常に決めました。	非常	ひじょう	2
情	5	授業で情報という言葉を習いました。	情報	じょうほう	2
情	5	ニュースで愛情が話題になっていました。	愛情	あいじょう	3
織	5	先生が黒板に織物と書きました。	織物	おりもの	4
織	5	図書館で組織についての本を借りました。	組織	そしき	3
職	5	授業で職業という言葉を習いました。	職業	しょくぎょう	3
職	5	将来就職に関わる仕事がしたいです。	就職	しゅうしょく	4
制	5	日記に制度を使ってみました。	制度	せいど	3
制	5	自由研究のテーマを規制に決めました。	規制	きせい	4
性	5	友だちが性格と言っていました。	性格	せいかく	2
性	5	授業で性質のしくみを学びました。	性質	せいしつ	3
政	5	先生が黒板に政治と書きました。	政治	せいじ	2
政	5	自由研究のテーマを行政に決めました。	行政	ぎょうせい	3
勢	5	国語のドリルに勢いが出てきました。	勢い	いきおい	2
勢	5	授業で勢力のしくみを学びました。	勢力	せいりょく	3
精	5	先生が黒板に精米と書きました。	精米	せいまい	4
精	5	自由研究のテーマを精神に決めました。	精神	せいしん	3
製	5	日記に製品を使ってみました。	製品	せいひん	3
製	5	授業で製造のしくみを学びました。	製造	せいぞう	3
税	5	日記に税金を使ってみました。	税金	ぜいきん	2
税	5	父が免税について説明してくれました。	免税	めんぜい	4
責	5	国語のドリルに責任が出てきました。	責任	せきにん	3
責	5	図書館で責めるについての本を借りました。	責める	せめる	2
績	5	テストで成績の読みを書きました。	成績	せいせき	2
績	5	見学先で業績を体験しました。	業績	ぎょうせき	3
接	5	国語のドリルに接続が出てきました。	接続	せつぞく	3
接	5	ニュースで面接が話題になっていました。	面接	めんせつ	3
設	5	友だちが設計と言っていました。	設計	せっけい	3
設	5	自由研究のテーマを建設に決めました。	建設	けんせつ	3
舌	5	国語のドリルに舌が出てきました。	舌	した	1
舌	5	将来舌打ちに関わる仕事がしたいです。	舌打ち	したうち	4
絶	5	日記に絶対を使ってみました。	絶対	ぜったい	2
絶	5	図書館で絶滅についての本を借りました。	絶滅	ぜつめつ	4
銭	5	授業で小銭という言葉を習いました。	小銭	こぜに	2
銭	5	図書館で金銭についての本を借りました。	金銭	きんせん	3
祖	5	日記に祖先を使ってみました。	祖先	そせん	3
祖	5	自由研究のテーマを先祖に決めました。	先祖	せんぞ	3
素	5	日記に素材を使ってみました。	素材	そざい	2
素	5	自由研究のテーマを要素に決めました。	要素	ようそ	3
総	5	先生が黒板に総合と書きました。	総合	そうごう	3
総	5	見学先で総理を体験しました。	総理	そうり	4
造	5	辞書で造船の意味を調べました。	造船	ぞうせん	4
造	5	図書館で製造についての本を借りました。	製造	せいぞう	3
像	5	友だちが像と言っていました。	像	ぞう	2
像	5	授業で映像のしくみを学びました。	映像	えいぞう	3
増	5	授業で増えるという言葉を習いました。	増える	ふえる	2
増	5	図書館で増加についての本を借りました。	増加	ぞうか	3
則	5	テストで規則の読みを書きました。	規則	きそく	2
則	5	父が原則について説明してくれました。	原則	げんそく	3
測	5	国語のドリルに測定が出てきました。	測定	そくてい	3
測	5	自由研究のテーマを予測に決めました。	予測	よそく	3
属	5	国語のドリルに所属が出てきました。	所属	しょぞく	3
属	5	見学先で金属を体験しました。	金属	きんぞく	3
率	5	日記に率直を使ってみました。	率直	そっちょく	4
率	5	図書館で比率についての本を借りました。	比率	ひりつ	3
損	5	先生が黒板に損失と書きました。	損失	そんしつ	3
損	5	将来破損に関わる仕事がしたいです。	破損	はそん	4
退	5	先生が黒板に退学と書きました。	退学	たいがく	3
退	5	自由研究のテーマを退くに決めました。	退く	しりぞく	4
貸	5	授業で貸すという言葉を習いました。	貸す	かす	2
貸	5	見学先で貸出を体験しました。	貸出	かしだし	3
態	5	先生が黒板に態度と書きました。	態度	たいど	2
態	5	将来状態に関わる仕事がしたいです。	状態	じょうたい	2
団	5	テストで団体の読みを書きました。	団体	だんたい	2
団	5	見学先で集団を体験しました。	集団	しゅうだん	3
断	5	授業で断るという言葉を習いました。	断る	ことわる	2
断	5	図書館で判断についての本を借りました。	判断	はんだん	2
築	5	国語のドリルに建築が出てきました。	建築	けんちく	3
築	5	自由研究のテーマを築くに決めました。	築く	きずく	2
張	5	国語のドリルに張るが出てきました。	張る	はる	1
張	5	見学先で主張を体験しました。	主張	しゅちょう	3
提	5	日記に提案を使ってみました。	提案	ていあん	3
提	5	父が提出について説明してくれました。	提出	ていしゅつ	3
程	5	先生が黒板に程度と書きました。	程度	ていど	2
程	5	将来日程に関わる仕事がしたいです。	日程	にってい	3
適	5	テストで適当の読みを書きました。	適当	てきとう	2
適	5	図書館で適切についての本を借りました。	適切	てきせつ	3
敵	5	先生が黒板に敵と書きました。	敵	てき	3
敵	5	見学先で敵国を体験しました。	敵国	てきこく	4
統	5	授業で統一という言葉を習いました。	統一	とういつ	3
統	5	父が伝統について説明してくれました。	伝統	でんとう	2
銅	5	授業で銅像という言葉を習いました。	銅像	どうぞう	3
銅	5	見学先で青銅を体験しました。	青銅	せいどう	4
導	5	先生が黒板に指導と書きました。	指導	しどう	3
導	5	自由研究のテーマを導入に決めました。	導入	どうにゅう	3
徳	5	テストで道徳の読みを書きました。	道徳	どうとく	3
徳	5	父が美徳について説明してくれました。	美徳	びとく	4
独	5	辞書で独身の意味を調べました。	独身	どくしん	2
独	5	父が独特について説明してくれました。	独特	どくとく	3
任	5	授業で任務という言葉を習いました。	任務	にんむ	3
任	5	自由研究のテーマを任せるに決めました。	任せる	まかせる	2
燃	5	国語のドリルに燃えるが出てきました。	燃える	もえる	2
燃	5	父が燃料について説明してくれました。	燃料	ねんりょう	3
能	5	授業で能力という言葉を習いました。	能力	のうりょく	2
能	5	授業で能楽のしくみを学びました。	能楽	のうがく	4
破	5	友だちが破ると言っていました。	破る	やぶる	2
破	5	授業で破片のしくみを学びました。	破片	はへん	3
犯	5	辞書で犯人の意味を調べました。	犯人	はんにん	3
犯	5	見学先で犯罪を体験しました。	犯罪	はんざい	3
判	5	先生が黒板に判断と書きました。	判断	はんだん	3
判	5	ニュースで判定が話題になっていました。	判定	はんてい	3
版	5	国語のドリルに出版が出てきました。	出版	しゅっぱん	3
版	5	将来版画に関わる仕事がしたいです。	版画	はんが	4
比	5	辞書で比べるの意味を調べました。	比べる	くらべる	1
比	5	将来比率に関わる仕事がしたいです。	比率	ひりつ	3
肥	5	友だちが肥料と言っていました。	肥料	ひりょう	3
肥	5	図書館で肥満についての本を借りました。	肥満	ひまん	4
非	5	日記に非常を使ってみました。	非常	ひじょう	2
非	5	将来非公式に関わる仕事がしたいです。	非公式	ひこうしき	4
備	5	先生が黒板に準備と書きました。	準備	じゅんび	2
備	5	父が備えるについて説明してくれました。	備える	そなえる	2
俵	5	テストで俵の読みを書きました。	俵	たわら	2
俵	5	授業で米俵のしくみを学びました。	米俵	こめだわら	3
評	5	テストで評価の読みを書きました。	評価	ひょうか	3
評	5	将来批評に関わる仕事がしたいです。	批評	ひひょう	4
貧	5	日記に貧しいを使ってみました。	貧しい	まずしい	3
貧	5	図書館で貧乏についての本を借りました。	貧乏	びんぼう	3
布	5	授業で布という言葉を習いました。	布	ぬの	1
布	5	将来布団に関わる仕事がしたいです。	布団	ふとん	2
婦	5	国語のドリルに主婦が出てきました。	主婦	しゅふ	2
婦	5	図書館で看護婦についての本を借りました。	看護婦	かんごふ	4
富	5	テストで豊富の読みを書きました。	豊富	ほうふ	2
富	5	父が富士山について説明してくれました。	富士山	ふじさん	3
武	5	テストで武士の読みを書きました。	武士	ぶし	3
武	5	ニュースで武道が話題になっていました。	武道	ぶどう	3
復	5	先生が黒板に復習と書きました。	復習	ふくしゅう	3
復	5	自由研究のテーマを復活に決めました。	復活	ふっかつ	4
複	5	テストで複数の読みを書きました。	複数	ふくすう	3
複	5	自由研究のテーマを重複に決めました。	重複	ちょうふく	4
仏	5	友だちが仏像と言っていました。	仏像	ぶつぞう	4
仏	5	父が仏教について説明してくれました。	仏教	ぶっきょう	3
編	5	日記に編集を使ってみました。	編集	へんしゅう	3
編	5	自由研究のテーマを編むに決めました。	編む	あむ	2
弁	5	先生が黒板に弁当と書きました。	弁当	べんとう	1
弁	5	授業で弁護士のしくみを学びました。	弁護士	べんごし	4
保	5	先生が黒板に保健と書きました。	保健	ほけん	2
保	5	将来保護に関わる仕事がしたいです。	保護	ほご	2
墓	5	辞書で墓地の意味を調べました。	墓地	ぼち	3
墓	5	父が墓について説明してくれました。	墓	はか	2
報	5	授業で報告という言葉を習いました。	報告	ほうこく	3
報	5	ニュースで情報が話題になっていました。	情報	じょうほう	3
豊	5	授業で豊かという言葉を習いました。	豊か	ゆたか	2
豊	5	自由研究のテーマを豊作に決めました。	豊作	ほうさく	3
防	5	テストで防ぐの読みを書きました。	防ぐ	ふせぐ	2
防	5	授業で防止のしくみを学びました。	防止	ぼうし	3
貿	5	国語のドリルに貿易が出てきました。	貿易	ぼうえき	3
貿	5	授業で通商貿易のしくみを学びました。	通商貿易	つうしょうぼうえき	4
暴	5	国語のドリルに暴力が出てきました。	暴力	ぼうりょく	4
暴	5	父が暴走について説明してくれました。	暴走	ぼうそう	4
務	5	テストで勤務の読みを書きました。	勤務	きんむ	3
務	5	図書館で業務についての本を借りました。	業務	ぎょうむ	3
夢	5	先生が黒板に夢と書きました。	夢	ゆめ	1
夢	5	父が夢中について説明してくれました。	夢中	むちゅう	2
迷	5	辞書で迷うの意味を調べました。	迷う	まよう	2
迷	5	ニュースで迷路が話題になっていました。	迷路	めいろ	3
綿	5	日記に木綿を使ってみました。	木綿	もめん	3
綿	5	見学先で綿を体験しました。	綿	わた	2
輸	5	先生が黒板に輸出と書きました。	輸出	ゆしゅつ	3
輸	5	自由研究のテーマを輸送に決めました。	輸送	ゆそう	3
余	5	テストで余裕の読みを書きました。	余裕	よゆう	3
余	5	ニュースで余るが話題になっていました。	余る	あまる	2
預	5	辞書で預金の意味を調べました。	預金	よきん	3
預	5	見学先で預けるを体験しました。	預ける	あずける	2
容	5	辞書で内容の意味を調べました。	内容	ないよう	2
容	5	授業で容器のしくみを学びました。	容器	ようき	3
略	5	国語のドリルに省略が出てきました。	省略	しょうりゃく	3
略	5	見学先で略図を体験しました。	略図	りゃくず	4
留	5	テストで留守の読みを書きました。	留守	るす	2
留	5	ニュースで留学が話題になっていました。	留学	りゅうがく	3
領	5	先生が黒板に領土と書きました。	領土	りょうど	3
領	5	父が領収書について説明してくれました。	領収書	りょうしゅうしょ	4
