kanji	grade	sentence	target	reading	difficulty
芽	4	ドリルに発芽が出てきました。	発芽	はつが	3
芽	4	ニュースで芽生えが話題になっていました。	芽生え	めばえ	2
改	4	今日の授業で改札を習いました。	改札	かいさつ	3
改	4	インターネットで改良を調べてまとめました。	改良	かいりょう	3
械	4	家で機械を練習しました。	機械	きかい	3
械	4	先生が器械体操の大切さを教えてくれました。	器械体操	きかいたいそう	4
害	4	新聞に害虫という言葉がありました。	害虫	がいちゅう	3
害	4	インターネットで公害を調べてまとめました。	公害	こうがい	3
街	4	新聞に商店街という言葉がありました。	商店街	しょうてんがい	3
街	4	図書館で街角に関する本を借りました。	街角	まちかど	2
各	4	日記に各地を使ってみました。	各地	かくち	3
各	4	見学先で各国を実際に体験しました。	各国	かっこく	3
覚	4	辞書で覚えるの意味を調べました。	覚える	おぼえる	2
覚	4	授業で感覚の歴史を学びました。	感覚	かんかく	4
完	4	友だちが完全と言っていました。	完全	かんぜん	2
完	4	先生が完了の大切さを教えてくれました。	完了	かんりょう	3
官	4	辞書で警官の意味を調べました。	警官	けいかん	3
官	4	先生が官庁の大切さを教えてくれました。	官庁	かんちょう	4
管	4	国語のテストで管理の読みを書きました。	管理	かんり	3
管	4	図書館で管楽器に関する本を借りました。	管楽器	かんがっき	4
関	4	家で関係を練習しました。	関係	かんけい	3
関	4	番組で関節の特集を見ました。	関節	かんせつ	4
観	4	家で観光を練習しました。	観光	かんこう	3
観	4	番組で観察の特集を見ました。	観察	かんさつ	3
願	4	作文で願書を使ったら先生にほめられました。	願書	がんしょ	4
願	4	授業で願い事の歴史を学びました。	願い事	ねがいごと	2
希	4	辞書で希望の意味を調べました。	希望	きぼう	2
希	4	将来希少にかかわる仕事をしたいです。	希少	きしょう	4
季	4	国語のテストで季節の読みを書きました。	季節	きせつ	2
季	4	番組で四季の特集を見ました。	四季	しき	2
紀	4	今日の授業で世紀を習いました。	世紀	せいき	3
紀	4	ニュースで紀行が話題になっていました。	紀行	きこう	4
喜	4	先生が喜ぶについて説明しました。	喜ぶ	よろこぶ	1
喜	4	授業で喜劇の歴史を学びました。	喜劇	きげき	4
旗	4	日記に旗を使ってみました。	旗	はた	2
旗	4	ニュースで国旗が話題になっていました。	国旗	こっき	2
器	4	国語のテストで楽器の読みを書きました。	楽器	がっき	3
器	4	見学先で器用を実際に体験しました。	器用	きよう	3
機	4	辞書で機会の意味を調べました。	機会	きかい	3
機	4	将来飛行機にかかわる仕事をしたいです。	飛行機	ひこうき	2
議	4	先生が会議について説明しました。	会議	かいぎ	3
議	4	授業で議員の歴史を学びました。	議員	ぎいん	3
求	4	家で求めるを練習しました。	求める	もとめる	2
求	4	先生が要求の大切さを教えてくれました。	要求	ようきゅう	4
泣	4	国語のテストで泣くの読みを書きました。	泣く	なく	1
泣	4	図書館で号泣に関する本を借りました。	号泣	ごうきゅう	4
救	4	友だちが救助と言っていました。	救助	きゅうじょ	3
救	4	先生が救急車の大切さを教えてくれました。	救急車	きゅうきゅうしゃ	2
給	4	先生が給食について説明しました。	給食	きゅうしょく	2
給	4	見学先で給与を実際に体験しました。	給与	きゅうよ	3
挙	4	今日の授業で挙手を習いました。	挙手	きょしゅ	3
挙	4	見学先で選挙を実際に体験しました。	選挙	せんきょ	3
漁	4	友だちが漁業と言っていました。	漁業	ぎょぎょう	3
漁	4	将来漁船にかかわる仕事をしたいです。	漁船	ぎょせん	3
共	4	辞書で共通の意味を調べました。	共通	きょうつう	3
共	4	番組で共同の特集を見ました。	共同	きょうどう	3
協	4	今日の授業で協力を習いました。	協力	きょうりょく	2
協	4	インターネットで協定を調べてまとめました。	協定	きょうてい	4
鏡	4	新聞に鏡という言葉がありました。	鏡	かがみ	1
鏡	4	父が望遠鏡の仕組みを説明してくれました。	望遠鏡	ぼうえんきょう	4
競	4	辞書で競争の意味を調べました。	競争	きょうそう	3
競	4	授業で競技の歴史を学びました。	競技	きょうぎ	3
極	4	ドリルに極端が出てきました。	極端	きょくたん	4
極	4	ニュースで南極が話題になっていました。	南極	なんきょく	3
訓	4	辞書で訓練の意味を調べました。	訓練	くんれん	3
訓	4	授業で音訓の歴史を学びました。	音訓	おんくん	4
軍	4	家で軍隊を練習しました。	軍隊	ぐんたい	3
軍	4	授業で軍人の歴史を学びました。	軍人	ぐんじん	3
郡	4	今日の授業で郡を習いました。	郡	ぐん	3
郡	4	図書館で郡部に関する本を借りました。	郡部	ぐんぶ	4
径	4	ドリルに直径が出てきました。	直径	ちょっけい	4
径	4	授業で半径の歴史を学びました。	半径	はんけい	4
型	4	友だちが型と言っていました。	型	かた	2
型	4	図書館で模型に関する本を借りました。	模型	もけい	4
景	4	日記に景色を使ってみました。	景色	けしき	2
景	4	見学先で景気を実際に体験しました。	景気	けいき	3
芸	4	日記に芸術を使ってみました。	芸術	げいじゅつ	3
芸	4	将来園芸にかかわる仕事をしたいです。	園芸	えんげい	3
欠	4	家で欠席を練習しました。	欠席	けっせき	2
欠	4	図書館で欠点に関する本を借りました。	欠点	けってん	3
結	4	先生が結ぶについて説明しました。	結ぶ	むすぶ	2
結	4	先生が結果の大切さを教えてくれました。	結果	けっか	2
建	4	先生が建物について説明しました。	建物	たてもの	2
建	4	番組で建設の特集を見ました。	建設	けんせつ	3
健	4	国語のテストで健康の読みを書きました。	健康	けんこう	2
健	4	自由研究のテーマを健全に決めました。	健全	けんぜん	3
験	4	先生が試験について説明しました。	試験	しけん	2
験	4	将来経験にかかわる仕事をしたいです。	経験	けいけん	3
固	4	今日の授業で固いを習いました。	固い	かたい	1
固	4	番組で固定の特集を見ました。	固定	こてい	3
功	4	家で成功を練習しました。	成功	せいこう	2
功	4	自由研究のテーマを功労に決めました。	功労	こうろう	4
好	4	辞書で好むの意味を調べました。	好む	このむ	2
好	4	将来好調にかかわる仕事をしたいです。	好調	こうちょう	3
候	4	今日の授業で天候を習いました。	天候	てんこう	3
候	4	見学先で候補を実際に体験しました。	候補	こうほ	3
航	4	日記に航海を使ってみました。	航海	こうかい	3
航	4	授業で航空の歴史を学びました。	航空	こうくう	3
康	4	今日の授業で健康を習いました。	健康	けんこう	2
康	4	番組で康復の特集を見ました。	康復	こうふく	4
告	4	国語のテストで報告の読みを書きました。	報告	ほうこく	3
告	4	将来広告にかかわる仕事をしたいです。	広告	こうこく	2
差	4	国語のテストで差の読みを書きました。	差	さ	2
差	4	図書館で差別に関する本を借りました。	差別	さべつ	4
菜	4	ドリルに野菜が出てきました。	野菜	やさい	1
菜	4	将来菜園にかかわる仕事をしたいです。	菜園	さいえん	3
最	4	先生が最初について説明しました。	最初	さいしょ	2
最	4	ニュースで最高が話題になっていました。	最高	さいこう	2
材	4	国語のテストで材料の読みを書きました。	材料	ざいりょう	2
材	4	父が木材の仕組みを説明してくれました。	木材	もくざい	3
昨	4	先生が昨日について説明しました。	昨日	きのう	2
昨	4	図書館で昨年に関する本を借りました。	昨年	さくねん	3
札	4	辞書で札の意味を調べました。	札	ふだ	2
札	4	将来名札にかかわる仕事をしたいです。	名札	なふだ	2
刷	4	辞書で印刷の意味を調べました。	印刷	いんさつ	3
刷	4	インターネットで再刷を調べてまとめました。	再刷	さいさつ	4
殺	4	ドリルに殺虫剤が出てきました。	殺虫剤	さっちゅうざい	4
殺	4	インターネットで殺人を調べてまとめました。	殺人	さつじん	4
察	4	家で警察を練習しました。	警察	けいさつ	3
察	4	見学先で察するを実際に体験しました。	察する	さっする	4
参	4	ドリルに参加が出てきました。	参加	さんか	2
参	4	番組で参照の特集を見ました。	参照	さんしょう	3
産	4	国語のテストで産業の読みを書きました。	産業	さんぎょう	3
産	4	番組で出産の特集を見ました。	出産	しゅっさん	3
散	4	先生が散歩について説明しました。	散歩	さんぽ	2
散	4	ニュースで解散が話題になっていました。	解散	かいさん	3
残	4	作文で残るを使ったら先生にほめられました。	残る	のこる	2
残	4	将来残念にかかわる仕事をしたいです。	残念	ざんねん	3
士	4	家で博士を練習しました。	博士	はかせ	4
士	4	図書館で武士に関する本を借りました。	武士	ぶし	3
氏	4	ドリルに氏名が出てきました。	氏名	しめい	2
氏	4	授業で歌手の歴史を学びました。	歌手	かしゅ	2
史	4	今日の授業で歴史を習いました。	歴史	れきし	2
史	4	見学先で史跡を実際に体験しました。	史跡	しせき	4
司	4	新聞に司会という言葉がありました。	司会	しかい	3
司	4	授業で上司の歴史を学びました。	上司	じょうし	3
試	4	日記に試合を使ってみました。	試合	しあい	2
試	4	将来試験にかかわる仕事をしたいです。	試験	しけん	2
児	4	今日の授業で児童を習いました。	児童	じどう	2
児	4	ニュースで幼児が話題になっていました。	幼児	ようじ	3
治	4	辞書で治すの意味を調べました。	治す	なおす	2
治	4	見学先で政治を実際に体験しました。	政治	せいじ	3
辞	4	辞書で辞書の意味を調べました。	辞書	じしょ	2
辞	4	番組で辞退の特集を見ました。	辞退	じたい	4
失	4	辞書で失敗の意味を調べました。	失敗	しっぱい	2
失	4	ニュースで失礼が話題になっていました。	失礼	しつれい	3
借	4	国語のテストで借りるの読みを書きました。	借りる	かりる	2
借	4	番組で借金の特集を見ました。	借金	しゃっきん	3
種	4	先生が種類について説明しました。	種類	しゅるい	2
種	4	番組で種子の特集を見ました。	種子	しゅし	4
周	4	国語のテストで周囲の読みを書きました。	周囲	しゅうい	3
周	4	父が週刊の仕組みを説明してくれました。	週刊	しゅうかん	3
祝	4	作文で祝うを使ったら先生にほめられました。	祝う	いわう	2
祝	4	見学先で祝日を実際に体験しました。	祝日	しゅくじつ	2
順	4	先生が順番について説明しました。	順番	じゅんばん	2
順	4	インターネットで順調を調べてまとめました。	順調	じゅんちょう	3
初	4	辞書で初めての意味を調べました。	初めて	はじめて	1
初	4	父が初夏の仕組みを説明してくれました。	初夏	しょか	3
松	4	友だちが松ぼっくりと言っていました。	松ぼっくり	まつぼっくり	2
松	4	見学先で松林を実際に体験しました。	松林	まつばやし	3
笑	4	日記に笑うを使ってみました。	笑う	わらう	1
笑	4	将来爆笑にかかわる仕事をしたいです。	爆笑	ばくしょう	4
唱	4	今日の授業で合唱を習いました。	合唱	がっしょう	3
唱	4	番組で唱歌の特集を見ました。	唱歌	しょうか	4
焼	4	先生が焼くについて説明しました。	焼く	やく	1
焼	4	父が焼肉の仕組みを説明してくれました。	焼肉	やきにく	2
象	4	辞書で象の意味を調べました。	象	ぞう	2
象	4	父が印象の仕組みを説明してくれました。	印象	いんしょう	3
照	4	今日の授業で照らすを習いました。	照らす	てらす	2
照	4	父が対照の仕組みを説明してくれました。	対照	たいしょう	3
賞	4	日記に賞品を使ってみました。	賞品	しょうひん	3
賞	4	先生が受賞の大切さを教えてくれました。	受賞	じゅしょう	3
臣	4	友だちが大臣と言っていました。	大臣	だいじん	3
臣	4	自由研究のテーマを臣下に決めました。	臣下	しんか	4
信	4	作文で信号を使ったら先生にほめられました。	信号	しんごう	2
信	4	見学先で信用を実際に体験しました。	信用	しんよう	3
成	4	先生が成長について説明しました。	成長	せいちょう	2
成	4	見学先で完成を実際に体験しました。	完成	かんせい	2
省	4	辞書で省くの意味を調べました。	省く	はぶく	3
省	4	番組で反省の特集を見ました。	反省	はんせい	3
清	4	ドリルに清掃が出てきました。	清掃	せいそう	3
清	4	番組で清流の特集を見ました。	清流	せいりゅう	4
静	4	ドリルに静かが出てきました。	静か	しずか	1
静	4	授業で静電気の歴史を学びました。	静電気	せいでんき	4
席	4	新聞に出席という言葉がありました。	出席	しゅっせき	2
席	4	将来座席にかかわる仕事をしたいです。	座席	ざせき	2
積	4	今日の授業で積むを習いました。	積む	つむ	2
積	4	インターネットで面積を調べてまとめました。	面積	めんせき	4
折	4	作文で折るを使ったら先生にほめられました。	折る	おる	1
折	4	授業で骨折の歴史を学びました。	骨折	こっせつ	4
節	4	国語のテストで節分の読みを書きました。	節分	せつぶん	3
節	4	将来季節にかかわる仕事をしたいです。	季節	きせつ	2
説	4	友だちが説明と言っていました。	説明	せつめい	2
説	4	番組で小説の特集を見ました。	小説	しょうせつ	3
浅	4	ドリルに浅いが出てきました。	浅い	あさい	2
浅	4	先生が浅草の大切さを教えてくれました。	浅草	あさくさ	3
戦	4	今日の授業で戦争を習いました。	戦争	せんそう	3
戦	4	先生が戦士の大切さを教えてくれました。	戦士	せんし	4
選	4	作文で選ぶを使ったら先生にほめられました。	選ぶ	えらぶ	2
選	4	授業で選手の歴史を学びました。	選手	せんしゅ	2
然	4	国語のテストで自然の読みを書きました。	自然	しぜん	2
然	4	先生が当然の大切さを教えてくれました。	当然	とうぜん	2
争	4	先生が争うについて説明しました。	争う	あらそう	3
争	4	図書館で競争に関する本を借りました。	競争	きょうそう	3
倉	4	国語のテストで倉庫の読みを書きました。	倉庫	そうこ	2
倉	4	授業で米倉の歴史を学びました。	米倉	こめぐら	4
巣	4	国語のテストで巣の読みを書きました。	巣	す	2
巣	4	将来蜂の巣にかかわる仕事をしたいです。	蜂の巣	はちのす	3
束	4	国語のテストで約束の読みを書きました。	約束	やくそく	2
束	4	見学先で束ねるを実際に体験しました。	束ねる	たばねる	3
側	4	友だちが側と言っていました。	側	そば	2
側	4	授業で側面の歴史を学びました。	側面	そくめん	3
続	4	国語のテストで続くの読みを書きました。	続く	つづく	2
続	4	父が継続の仕組みを説明してくれました。	継続	けいぞく	3
卒	4	ドリルに卒業が出てきました。	卒業	そつぎょう	3
卒	4	将来新卒にかかわる仕事をしたいです。	新卒	しんそつ	4
孫	4	今日の授業で孫を習いました。	孫	まご	1
孫	4	将来孫娘にかかわる仕事をしたいです。	孫娘	まごむすめ	3
帯	4	家で帯を練習しました。	帯	おび	1
帯	4	番組で携帯の特集を見ました。	携帯	けいたい	3
隊	4	日記に隊員を使ってみました。	隊員	たいいん	3
隊	4	ニュースで部隊が話題になっていました。	部隊	ぶたい	4
達	4	辞書で達人の意味を調べました。	達人	たつじん	3
達	4	将来到達にかかわる仕事をしたいです。	到達	とうたつ	4
単	4	国語のテストで単語の読みを書きました。	単語	たんご	2
単	4	自由研究のテーマを単純に決めました。	単純	たんじゅん	3
置	4	日記に置くを使ってみました。	置く	おく	1
置	4	自由研究のテーマを位置に決めました。	位置	いち	2
仲	4	日記に仲間を使ってみました。	仲間	なかま	2
仲	4	番組で仲裁の特集を見ました。	仲裁	ちゅうさい	4
貯	4	作文で貯金を使ったら先生にほめられました。	貯金	ちょきん	2
貯	4	見学先で貯蔵を実際に体験しました。	貯蔵	ちょぞう	4
兆	4	今日の授業で兆しを習いました。	兆し	きざし	4
兆	4	将来前兆にかかわる仕事をしたいです。	前兆	ぜんちょう	4
腸	4	今日の授業で小腸を習いました。	小腸	しょうちょう	4
腸	4	先生が大腸の大切さを教えてくれました。	大腸	だいちょう	4
低	4	家で低いを練習しました。	低い	ひくい	1
低	4	インターネットで最低を調べてまとめました。	最低	さいてい	2
底	4	先生が底について説明しました。	底	そこ	2
底	4	授業で海底の歴史を学びました。	海底	かいてい	3
停	4	作文で停車を使ったら先生にほめられました。	停車	ていしゃ	3
停	4	見学先で停止を実際に体験しました。	停止	ていし	3
的	4	友だちが目的と言っていました。	目的	もくてき	3
的	4	授業で標的の歴史を学びました。	標的	ひょうてき	4
典	4	日記に辞典を使ってみました。	辞典	じてん	3
典	4	授業で典型の歴史を学びました。	典型	てんけい	4
伝	4	作文で伝えるを使ったら先生にほめられました。	伝える	つたえる	2
伝	4	先生が伝統の大切さを教えてくれました。	伝統	でんとう	3
徒	4	国語のテストで生徒の読みを書きました。	生徒	せいと	2
徒	4	父が徒競走の仕組みを説明してくれました。	徒競走	ときょうそう	4
努	4	新聞に努力という言葉がありました。	努力	どりょく	3
努	4	番組で勤努の特集を見ました。	勤努	きんど	4
灯	4	作文で灯台を使ったら先生にほめられました。	灯台	とうだい	3
灯	4	インターネットで街灯を調べてまとめました。	街灯	がいとう	4
堂	4	国語のテストで食堂の読みを書きました。	食堂	しょくどう	2
堂	4	図書館で講堂に関する本を借りました。	講堂	こうどう	3
働	4	ドリルに働くが出てきました。	働く	はたらく	1
働	4	自由研究のテーマを労働に決めました。	労働	ろうどう	3
特	4	今日の授業で特別を習いました。	特別	とくべつ	2
特	4	将来特徴にかかわる仕事をしたいです。	特徴	とくちょう	3
得	4	新聞に得るという言葉がありました。	得る	える	2
得	4	ニュースで所得が話題になっていました。	所得	しょとく	4
毒	4	新聞に毒という言葉がありました。	毒	どく	3
毒	4	番組で中毒の特集を見ました。	中毒	ちゅうどく	4
熱	4	今日の授業で熱いを習いました。	熱い	あつい	1
熱	4	授業で熱心の歴史を学びました。	熱心	ねっしん	3
念	4	辞書で記念の意味を調べました。	記念	きねん	3
念	4	ニュースで念願が話題になっていました。	念願	ねんがん	4
敗	4	国語のテストで敗れるの読みを書きました。	敗れる	やぶれる	3
敗	4	見学先で失敗を実際に体験しました。	失敗	しっぱい	2
梅	4	友だちが梅雨と言っていました。	梅雨	つゆ	2
梅	4	先生が梅干しの大切さを教えてくれました。	梅干し	うめぼし	2
博	4	今日の授業で博物館を習いました。	博物館	はくぶつかん	3
博	4	授業で博覧会の歴史を学びました。	博覧会	はくらんかい	4
飯	4	辞書で朝飯の意味を調べました。	朝飯	あさめし	1
飯	4	先生が炊飯器の大切さを教えてくれました。	炊飯器	すいはんき	3
飛	4	日記に飛ぶを使ってみました。	飛ぶ	とぶ	1
飛	4	先生が飛行機の大切さを教えてくれました。	飛行機	ひこうき	2
費	4	今日の授業で費用を習いました。	費用	ひよう	3
費	4	見学先で学費を実際に体験しました。	学費	がくひ	2
必	4	家で必ずを練習しました。	必ず	かならず	1
必	4	父が必要の仕組みを説明してくれました。	必要	ひつよう	2
票	4	先生が投票について説明しました。	投票	とうひょう	3
票	4	インターネットで票数を調べてまとめました。	票数	ひょうすう	4
標	4	日記に目標を使ってみました。	目標	もくひょう	3
標	4	ニュースで標識が話題になっていました。	標識	ひょうしき	4
不	4	家で不安を練習しました。	不安	ふあん	2
不	4	見学先で不足を実際に体験しました。	不足	ふそく	2
夫	4	家で夫婦を練習しました。	夫婦	ふうふ	2
夫	4	図書館で工夫に関する本を借りました。	工夫	くふう	2
付	4	作文で付けるを使ったら先生にほめられました。	付ける	つける	1
付	4	図書館で付属に関する本を借りました。	付属	ふぞく	4
府	4	新聞に政府という言葉がありました。	政府	せいふ	3
府	4	ニュースで京都府が話題になっていました。	京都府	きょうとふ	3
副	4	友だちが副校長と言っていました。	副校長	ふくこうちょう	4
副	4	図書館で副作用に関する本を借りました。	副作用	ふくさよう	4
粉	4	日記に小麦粉を使ってみました。	小麦粉	こむぎこ	2
粉	4	番組で花粉の特集を見ました。	花粉	かふん	3
兵	4	ドリルに兵士が出てきました。	兵士	へいし	3
兵	4	番組で兵隊の特集を見ました。	兵隊	へいたい	3
別	4	友だちが別れると言っていました。	別れる	わかれる	2
別	4	インターネットで別々を調べてまとめました。	別々	べつべつ	2
辺	4	新聞に辺りという言葉がありました。	辺り	あたり	1
辺	4	授業で海辺の歴史を学びました。	海辺	うみべ	2
変	4	友だちが変わると言っていました。	変わる	かわる	2
変	4	インターネットで変更を調べてまとめました。	変更	へんこう	3
便	4	辞書で便利の意味を調べました。	便利	べんり	2
便	4	自由研究のテーマを郵便に決めました。	郵便	ゆうびん	2
包	4	先生が包むについて説明しました。	包む	つつむ	2
包	4	授業で包丁の歴史を学びました。	包丁	ほうちょう	3
法	4	作文で方法を使ったら先生にほめられました。	方法	ほうほう	3
法	4	番組で法律の特集を見ました。	法律	ほうりつ	3
望	4	辞書で希望の意味を調べました。	希望	きぼう	2
望	4	インターネットで願望を調べてまとめました。	願望	がんぼう	4
牧	4	友だちが牧場と言っていました。	牧場	ぼくじょう	2
牧	4	番組で放牧の特集を見ました。	放牧	ほうぼく	3
末	4	先生が週末について説明しました。	週末	しゅうまつ	2
末	4	将来末広がりにかかわる仕事をしたいです。	末広がり	すえひろがり	4
満	4	家で満足を練習しました。	満足	まんぞく	2
満	4	授業で満員の歴史を学びました。	満員	まんいん	3
未	4	先生が未来について説明しました。	未来	みらい	2
未	4	図書館で未定に関する本を借りました。	未定	みてい	3
脈	4	作文で脈を使ったら先生にほめられました。	脈	みゃく	3
脈	4	将来山脈にかかわる仕事をしたいです。	山脈	さんみゃく	4
民	4	家で国民を練習しました。	国民	こくみん	2
民	4	番組で市民の特集を見ました。	市民	しみん	2
無	4	国語のテストで無理の読みを書きました。	無理	むり	2
無	4	ニュースで無料が話題になっていました。	無料	むりょう	2
約	4	新聞に約束という言葉がありました。	約束	やくそく	2
約	4	ニュースで約数が話題になっていました。	約数	やくすう	4
勇	4	友だちが勇気と言っていました。	勇気	ゆうき	2
勇	4	父が勇者の仕組みを説明してくれました。	勇者	ゆうしゃ	3
要	4	友だちが必要と言っていました。	必要	ひつよう	2
要	4	図書館で要点に関する本を借りました。	要点	ようてん	3
養	4	友だちが養うと言っていました。	養う	やしなう	3
養	4	父が栄養の仕組みを説明してくれました。	栄養	えいよう	3
浴	4	先生が入浴について説明しました。	入浴	にゅうよく	3
浴	4	将来浴室にかかわる仕事をしたいです。	浴室	よくしつ	3
利	4	今日の授業で利用を習いました。	利用	りよう	2
利	4	図書館で利点に関する本を借りました。	利点	りてん	3
陸	4	家で大陸を練習しました。	大陸	たいりく	3
陸	4	見学先で陸上を実際に体験しました。	陸上	りくじょう	3
良	4	辞書で良いの意味を調べました。	良い	よい	1
良	4	図書館で良好に関する本を借りました。	良好	りょうこう	3
料	4	今日の授業で材料を習いました。	材料	ざいりょう	2
料	4	父が料理の仕組みを説明してくれました。	料理	りょうり	2
量	4	家で量るを練習しました。	量る	はかる	2
量	4	インターネットで重量を調べてまとめました。	重量	じゅうりょう	4
輪	4	ドリルに車輪が出てきました。	車輪	しゃりん	3
輪	4	インターネットで指輪を調べてまとめました。	指輪	ゆびわ	2
類	4	先生が種類について説明しました。	種類	しゅるい	2
類	4	インターネットで人類を調べてまとめました。	人類	じんるい	3
令	4	国語のテストで命令の読みを書きました。	命令	めいれい	3
令	4	父が令和の仕組みを説明してくれました。	令和	れいわ	2
冷	4	辞書で冷たいの意味を調べました。	冷たい	つめたい	1
冷	4	図書館で冷蔵庫に関する本を借りました。	冷蔵庫	れいぞうこ	3
例	4	国語のテストで例えるの読みを書きました。	例える	たとえる	2
例	4	ニュースで例文が話題になっていました。	例文	れいぶん	2
歴	4	新聞に歴史という言葉がありました。	歴史	れきし	2
歴	4	父が履歴書の仕組みを説明してくれました。	履歴書	りれきしょ	4
連	4	家で連絡を練習しました。	連絡	れんらく	2
連	4	父が連続の仕組みを説明してくれました。	連続	れんぞく	3
老	4	辞書で老人の意味を調べました。	老人	ろうじん	3
老	4	将来老後にかかわる仕事をしたいです。	老後	ろうご	3
労	4	家で労働を練習しました。	労働	ろうどう	3
労	4	番組で苦労の特集を見ました。	苦労	くろう	3
録	4	友だちが記録と言っていました。	記録	きろく	2
録	4	将来録音にかかわる仕事をしたいです。	録音	ろくおん	3
