kanji	grade	sentence	target	reading	difficulty
供	6	自由研究で子供を調べました。	子供	こども	1
胸	6	先生が胸について説明しました。	胸	むね	1
胸	6	父が胸囲の仕組みを教えてくれました。	胸囲	きょうい	4
郷	6	先生が郷土について説明しました。	郷土	きょうど	3
郷	6	見学で故郷を体験しました。	故郷	ふるさと	2
勤	6	辞書で勤務を調べました。	勤務	きんむ	3
勤	6	図書館で勤勉の本を借りました。	勤勉	きんべん	4
筋	6	ドリルに筋肉が出ました。	筋肉	きんにく	2
筋	6	ニュースで筋道が話題でした。	筋道	すじみち	3
系	6	ドリルに体系が出ました。	体系	たいけい	3
系	6	図書館で系列の本を借りました。	系列	けいれつ	4
敬	6	先生が敬語について説明しました。	敬語	けいご	2
敬	6	見学で尊敬を体験しました。	尊敬	そんけい	3
警	6	友だちが警察と言いました。	警察	けいさつ	2
警	6	見学で警報を体験しました。	警報	けいほう	3
劇	6	日記に劇場を使いました。	劇場	げきじょう	3
劇	6	ニュースで悲劇が話題でした。	悲劇	ひげき	4
激	6	日記に激しいを使いました。	激しい	はげしい	2
激	6	父が感激の仕組みを教えてくれました。	感激	かんげき	3
穴	6	辞書で穴を調べました。	穴	あな	1
穴	6	将来空き穴にかかわる仕事がしたいです。	空き穴	あきあな	3
絹	6	友だちが絹と言いました。	絹	きぬ	2
絹	6	見学で絹糸を体験しました。	絹糸	きぬいと	3
権	6	日記に権利を使いました。	権利	けんり	3
権	6	見学で政権を体験しました。	政権	せいけん	3
憲	6	授業で憲法という語を習いました。	憲法	けんぽう	3
憲	6	父が違憲の仕組みを教えてくれました。	違憲	いけん	4
源	6	先生が資源について説明しました。	資源	しげん	2
源	6	父が水源の仕組みを教えてくれました。	水源	すいげん	3
厳	6	友だちが厳しいと言いました。	厳しい	きびしい	2
厳	6	ニュースで厳重が話題でした。	厳重	げんじゅう	3
己	6	先生が自己について説明しました。	自己	じこ	3
己	6	自由研究で利己を調べました。	利己	りこ	4
呼	6	日記に呼ぶを使いました。	呼ぶ	よぶ	1
呼	6	自由研究で呼吸を調べました。	呼吸	こきゅう	2
誤	6	ドリルに誤るが出ました。	誤る	あやまる	2
誤	6	将来誤解にかかわる仕事がしたいです。	誤解	ごかい	3
后	6	辞書で皇后を調べました。	皇后	こうごう	4
后	6	将来后にかかわる仕事がしたいです。	后	きさき	3
孝	6	先生が孝行について説明しました。	孝行	こうこう	3
孝	6	将来孝心にかかわる仕事がしたいです。	孝心	こうしん	4
皇	6	ドリルに皇帝が出ました。	皇帝	こうてい	4
皇	6	見学で天皇を体験しました。	天皇	てんのう	3
紅	6	先生が紅葉について説明しました。	紅葉	こうよう	2
紅	6	将来口紅にかかわる仕事がしたいです。	口紅	くちべに	2
降	6	先生が降るについて説明しました。	降る	ふる	1
降	6	自由研究で降下を調べました。	降下	こうか	3
鋼	6	ドリルに鋼鉄が出ました。	鋼鉄	こうてつ	3
鋼	6	将来鋼材にかかわる仕事がしたいです。	鋼材	こうざい	4
刻	6	ドリルに刻むが出ました。	刻む	きざむ	1
刻	6	父が時刻の仕組みを教えてくれました。	時刻	じこく	2
穀	6	友だちが穀物と言いました。	穀物	こくもつ	3
穀	6	見学で米穀を体験しました。	米穀	べいこく	4
骨	6	先生が骨について説明しました。	骨	ほね	1
骨	6	ニュースで骨折が話題でした。	骨折	こっせつ	3
困	6	授業で困るという語を習いました。	困る	こまる	1
困	6	見学で困難を体験しました。	困難	こんなん	3
砂	6	授業で砂という語を習いました。	砂	すな	1
砂	6	ニュースで砂漠が話題でした。	砂漠	さばく	3
座	6	ドリルに座るが出ました。	座る	すわる	1
座	6	図書館で座席の本を借りました。	座席	ざせき	2
済	6	先生が済むについて説明しました。	済む	すむ	1
済	6	見学で経済を体験しました。	経済	けいざい	2
裁	6	先生が裁判について説明しました。	裁判	さいばん	3
裁	6	図書館で裁縫の本を借りました。	裁縫	さいほう	4
策	6	ドリルに政策が出ました。	政策	せいさく	3
策	6	ニュースで対策が話題でした。	対策	たいさく	2
冊	6	辞書で冊子を調べました。	冊子	さっし	3
冊	6	ニュースで一冊が話題でした。	一冊	いっさつ	1
蚕	6	日記に養蚕を使いました。	養蚕	ようさん	4
蚕	6	父が蚕の仕組みを教えてくれました。	蚕	かいこ	3
至	6	先生が至るについて説明しました。	至る	いたる	2
至	6	図書館で至急の本を借りました。	至急	しきゅう	3
私	6	先生が私立について説明しました。	私立	しりつ	3
私	6	図書館で私の本を借りました。	私	わたし	1
姿	6	授業で姿という語を習いました。	姿	すがた	1
姿	6	ニュースで勇姿が話題でした。	勇姿	ゆうし	4
視	6	辞書で視力を調べました。	視力	しりょく	2
視	6	ニュースで監視が話題でした。	監視	かんし	3
詞	6	日記に動詞を使いました。	動詞	どうし	2
詞	6	父が歌詞の仕組みを教えてくれました。	歌詞	かし	3
誌	6	辞書で雑誌を調べました。	雑誌	ざっし	2
誌	6	父が日誌の仕組みを教えてくれました。	日誌	にっし	3
磁	6	授業で磁石という語を習いました。	磁石	じしゃく	2
磁	6	見学で磁気を体験しました。	磁気	じき	3
射	6	授業で射るという語を習いました。	射る	いる	4
射	6	ニュースで発射が話題でした。	発射	はっしゃ	2
捨	6	友だちが捨てると言いました。	捨てる	すてる	1
捨	6	ニュースで投捨が話題でした。	投捨	とうしゃ	4
尺	6	先生が尺について説明しました。	尺	しゃく	3
尺	6	図書館で尺度の本を借りました。	尺度	しゃくど	4
若	6	友だちが若いと言いました。	若い	わかい	1
若	6	自由研究で若者を調べました。	若者	わかもの	2
樹	6	辞書で樹木を調べました。	樹木	じゅもく	3
樹	6	父が果樹の仕組みを教えてくれました。	果樹	かじゅ	4
収	6	授業で収入という語を習いました。	収入	しゅうにゅう	2
収	6	将来回収にかかわる仕事がしたいです。	回収	かいしゅう	3
宗	6	友だちが宗教と言いました。	宗教	しゅうきょう	3
宗	6	図書館で宗派の本を借りました。	宗派	しゅうは	4
就	6	日記に就くを使いました。	就く	つく	2
就	6	図書館で就職の本を借りました。	就職	しゅうしょく	3
衆	6	授業で衆議院という語を習いました。	衆議院	しゅうぎいん	4
衆	6	見学で大衆を体験しました。	大衆	たいしゅう	3
従	6	先生が従うについて説明しました。	従う	したがう	2
従	6	将来従業員にかかわる仕事がしたいです。	従業員	じゅうぎょういん	3
縦	6	友だちが縦と言いました。	縦	たて	2
縦	6	将来縦断にかかわる仕事がしたいです。	縦断	じゅうだん	4
縮	6	ドリルに縮むが出ました。	縮む	ちぢむ	1
縮	6	見学で縮小を体験しました。	縮小	しゅくしょう	3
熟	6	授業で成熟という語を習いました。	成熟	せいじゅく	4
熟	6	将来熟すにかかわる仕事がしたいです。	熟す	じゅくす	3
純	6	辞書で純粋を調べました。	純粋	じゅんすい	3
純	6	将来単純にかかわる仕事がしたいです。	単純	たんじゅん	2
処	6	日記に処理を使いました。	処理	しょり	3
処	6	ニュースで処分が話題でした。	処分	しょぶん	3
署	6	友だちが署名と言いました。	署名	しょめい	3
署	6	将来警察署にかかわる仕事がしたいです。	警察署	けいさつしょ	2
諸	6	先生が諸国について説明しました。	諸国	しょこく	4
諸	6	ニュースで諸島が話題でした。	諸島	しょとう	4
除	6	日記に削除を使いました。	削除	さくじょ	3
除	6	父が除くの仕組みを教えてくれました。	除く	のぞく	2
将	6	日記に将来を使いました。	将来	しょうらい	2
将	6	見学で大将を体験しました。	大将	たいしょう	3
傷	6	辞書で傷を調べました。	傷	きず	1
傷	6	自由研究で負傷を調べました。	負傷	ふしょう	3
障	6	先生が障害について説明しました。	障害	しょうがい	3
障	6	父が故障の仕組みを教えてくれました。	故障	こしょう	3
城	6	ドリルに城が出ました。	城	しろ	1
城	6	ニュースで城壁が話題でした。	城壁	じょうへき	4
蒸	6	日記に蒸気を使いました。	蒸気	じょうき	3
蒸	6	父が蒸発の仕組みを教えてくれました。	蒸発	じょうはつ	4
針	6	友だちが針と言いました。	針	はり	1
針	6	自由研究で方位針を調べました。	方位針	ほういしん	4
仁	6	先生が仁王について説明しました。	仁王	におう	4
仁	6	父が仁義の仕組みを教えてくれました。	仁義	じんぎ	4
垂	6	日記に垂れるを使いました。	垂れる	たれる	1
垂	6	図書館で垂直の本を借りました。	垂直	すいちょく	3
推	6	友だちが推進と言いました。	推進	すいしん	3
推	6	ニュースで推理が話題でした。	推理	すいり	3
寸	6	辞書で寸法を調べました。	寸法	すんぽう	3
寸	6	父が寸劇の仕組みを教えてくれました。	寸劇	すんげき	4
盛	6	辞書で盛るを調べました。	盛る	もる	1
盛	6	図書館で盛大の本を借りました。	盛大	せいだい	3
聖	6	授業で聖書という語を習いました。	聖書	せいしょ	3
聖	6	ニュースで神聖が話題でした。	神聖	しんせい	4
誠	6	友だちが誠実と言いました。	誠実	せいじつ	3
誠	6	見学で誠意を体験しました。	誠意	せいい	3
宣	6	授業で宣言という語を習いました。	宣言	せんげん	3
宣	6	自由研究で宣伝を調べました。	宣伝	せんでん	2
専	6	ドリルに専門が出ました。	専門	せんもん	2
専	6	父が専用の仕組みを教えてくれました。	専用	せんよう	3
泉	6	ドリルに温泉が出ました。	温泉	おんせん	2
泉	6	父が泉水の仕組みを教えてくれました。	泉水	せんすい	4
洗	6	先生が洗うについて説明しました。	洗う	あらう	1
洗	6	ニュースで洗礼が話題でした。	洗礼	せんれい	4
染	6	ドリルに染めるが出ました。	染める	そめる	1
染	6	自由研究で感染を調べました。	感染	かんせん	2
善	6	辞書で善良を調べました。	善良	ぜんりょう	3
善	6	見学で改善を体験しました。	改善	かいぜん	2
奏	6	授業で演奏という語を習いました。	演奏	えんそう	3
奏	6	自由研究で奏でるを調べました。	奏でる	かなでる	2
窓	6	辞書で窓を調べました。	窓	まど	1
窓	6	ニュースで天窓が話題でした。	天窓	てんまど	3
創	6	日記に創造を使いました。	創造	そうぞう	3
創	6	見学で創作を体験しました。	創作	そうさく	3
装	6	先生が服装について説明しました。	服装	ふくそう	2
装	6	自由研究で装置を調べました。	装置	そうち	3
層	6	友だちが階層と言いました。	階層	かいそう	4
層	6	ニュースで高層が話題でした。	高層	こうそう	3
操	6	授業で操作という語を習いました。	操作	そうさ	3
操	6	見学で体操を体験しました。	体操	たいそう	2
蔵	6	授業で蔵という語を習いました。	蔵	くら	3
蔵	6	父が貯蔵の仕組みを教えてくれました。	貯蔵	ちょぞう	3
臓	6	授業で心臓という語を習いました。	心臓	しんぞう	2
臓	6	自由研究で内臓を調べました。	内臓	ないぞう	3
存	6	日記に保存を使いました。	保存	ほぞん	3
存	6	将来存在にかかわる仕事がしたいです。	存在	そんざい	2
尊	6	授業で尊敬という語を習いました。	尊敬	そんけい	3
尊	6	自由研究で尊重を調べました。	尊重	そんちょう	3
宅	6	先生が自宅について説明しました。	自宅	じたく	2
宅	6	自由研究で宅配を調べました。	宅配	たくはい	3
担	6	辞書で担当を調べました。	担当	たんとう	3
担	6	将来担うにかかわる仕事がしたいです。	担う	になう	2
探	6	日記に探すを使いました。	探す	さがす	1
探	6	ニュースで探検が話題でした。	探検	たんけん	2
誕	6	先生が誕生日について説明しました。	誕生日	たんじょうび	1
誕	6	見学で降誕を体験しました。	降誕	こうたん	4
段	6	友だちが階段と言いました。	階段	かいだん	2
段	6	父が段落の仕組みを教えてくれました。	段落	だんらく	3
暖	6	辞書で暖かいを調べました。	暖かい	あたたかい	1
暖	6	将来暖房にかかわる仕事がしたいです。	暖房	だんぼう	3
値	6	先生が価値について説明しました。	価値	かち	3
値	6	図書館で数値の本を借りました。	数値	すうち	3
宙	6	先生が宇宙について説明しました。	宇宙	うちゅう	2
宙	6	父が宙返りの仕組みを教えてくれました。	宙返り	ちゅうがえり	4
忠	6	友だちが忠実と言いました。	忠実	ちゅうじつ	3
忠	6	図書館で忠告の本を借りました。	忠告	ちゅうこく	3
著	6	先生が著者について説明しました。	著者	ちょしゃ	3
著	6	ニュースで著しいが話題でした。	著しい	いちじるしい	4
庁	6	辞書で県庁を調べました。	県庁	けんちょう	2
庁	6	ニュースで官庁が話題でした。	官庁	かんちょう	3
頂	6	辞書で頂上を調べました。	頂上	ちょうじょう	2
頂	6	図書館で頂点の本を借りました。	頂点	ちょうてん	3
潮	6	日記に潮を使いました。	潮	しお	1
潮	6	ニュースで高潮が話題でした。	高潮	たかしお	4
賃	6	日記に家賃を使いました。	家賃	やちん	2
賃	6	見学で賃金を体験しました。	賃金	ちんぎん	3
痛	6	先生が痛いについて説明しました。	痛い	いたい	1
痛	6	見学で痛感を体験しました。	痛感	つうかん	4
展	6	先生が展開について説明しました。	展開	てんかい	3
展	6	ニュースで展示が話題でした。	展示	てんじ	2
討	6	日記に討論を使いました。	討論	とうろん	3
討	6	将来検討にかかわる仕事がしたいです。	検討	けんとう	3
党	6	友だちが政党と言いました。	政党	せいとう	3
党	6	見学で与党を体験しました。	与党	よとう	4
糖	6	友だちが砂糖と言いました。	砂糖	さとう	1
糖	6	父が糖分の仕組みを教えてくれました。	糖分	とうぶん	2
届	6	日記に届くを使いました。	届く	とどく	1
届	6	父が届け出の仕組みを教えてくれました。	届け出	とどけで	2
難	6	先生が難しいについて説明しました。	難しい	むずかしい	1
難	6	将来困難にかかわる仕事がしたいです。	困難	こんなん	3
乳	6	授業で牛乳という語を習いました。	牛乳	ぎゅうにゅう	1
乳	6	父が乳酸の仕組みを教えてくれました。	乳酸	にゅうさん	4
認	6	友だちが認めると言いました。	認める	みとめる	2
認	6	父が承認の仕組みを教えてくれました。	承認	しょうにん	3
納	6	日記に納得を使いました。	納得	なっとく	3
納	6	図書館で収納の本を借りました。	収納	しゅうのう	2
脳	6	ドリルに脳が出ました。	脳	のう	2
脳	6	図書館で頭脳の本を借りました。	頭脳	ずのう	3
派	6	友だちが派手と言いました。	派手	はで	2
派	6	父が派遣の仕組みを教えてくれました。	派遣	はけん	4
拝	6	授業で拝見という語を習いました。	拝見	はいけん	3
拝	6	父が拝むの仕組みを教えてくれました。	拝む	おがむ	2
背	6	授業で背中という語を習いました。	背中	せなか	1
背	6	見学で背景を体験しました。	背景	はいけい	3
肺	6	ドリルに肺が出ました。	肺	はい	2
肺	6	自由研究で肺活量を調べました。	肺活量	はいかつりょう	4
俳	6	授業で俳句という語を習いました。	俳句	はいく	2
俳	6	将来俳優にかかわる仕事がしたいです。	俳優	はいゆう	3
班	6	授業で班長という語を習いました。	班長	はんちょう	2
班	6	自由研究で班を調べました。	班	はん	1
晩	6	友だちが晩ご飯と言いました。	晩ご飯	ばんごはん	1
晩	6	ニュースで夕晩が話題でした。	夕晩	ゆうばん	3
否	6	授業で否定という語を習いました。	否定	ひてい	3
否	6	父が否認の仕組みを教えてくれました。	否認	ひにん	4
批	6	日記に批判を使いました。	批判	ひはん	3
批	6	図書館で批評の本を借りました。	批評	ひひょう	3
秘	6	辞書で秘密を調べました。	秘密	ひみつ	2
秘	6	将来秘書にかかわる仕事がしたいです。	秘書	ひしょ	3
腹	6	授業で腹という語を習いました。	腹	はら	1
腹	6	見学で腹痛を体験しました。	腹痛	ふくつう	3
奮	6	ドリルに奮闘が出ました。	奮闘	ふんとう	4
奮	6	図書館で興奮の本を借りました。	興奮	こうふん	3
並	6	ドリルに並ぶが出ました。	並ぶ	ならぶ	1
並	6	将来並列にかかわる仕事がしたいです。	並列	へいれつ	3
陛	6	友だちが天皇陛下と言いました。	天皇陛下	てんのうへいか	4
陛	6	自由研究で陛下を調べました。	陛下	へいか	3
閉	6	授業で閉じるという語を習いました。	閉じる	とじる	1
閉	6	自由研究で閉会を調べました。	閉会	へいかい	3
片	6	日記に片付けを使いました。	片付け	かたづけ	1
片	6	自由研究で片方を調べました。	片方	かたほう	2
補	6	友だちが補うと言いました。	補う	おぎなう	2
補	6	父が補給の仕組みを教えてくれました。	補給	ほきゅう	3
暮	6	辞書で暮らすを調べました。	暮らす	くらす	1
暮	6	自由研究で夕暮れを調べました。	夕暮れ	ゆうぐれ	2
宝	6	辞書で宝物を調べました。	宝物	たからもの	2
宝	6	父が宝石の仕組みを教えてくれました。	宝石	ほうせき	3
訪	6	日記に訪ねるを使いました。	訪ねる	たずねる	2
訪	6	図書館で訪問の本を借りました。	訪問	ほうもん	3
亡	6	ドリルに死亡が出ました。	死亡	しぼう	3
亡	6	図書館で亡くすの本を借りました。	亡くす	なくす	1
忘	6	友だちが忘れると言いました。	忘れる	わすれる	1
忘	6	父が忘年会の仕組みを教えてくれました。	忘年会	ぼうねんかい	3
棒	6	先生が棒について説明しました。	棒	ぼう	1
棒	6	図書館で棒高跳びの本を借りました。	棒高跳び	ぼうたかとび	4
枚	6	日記に枚数を使いました。	枚数	まいすう	2
枚	6	ニュースで一枚が話題でした。	一枚	いちまい	1
幕	6	授業で開幕という語を習いました。	開幕	かいまく	3
幕	6	見学で幕府を体験しました。	幕府	ばくふ	4
密	6	日記に秘密を使いました。	秘密	ひみつ	2
密	6	父が密集の仕組みを教えてくれました。	密集	みっしゅう	4
盟	6	先生が同盟について説明しました。	同盟	どうめい	4
盟	6	ニュースで連盟が話題でした。	連盟	れんめい	3
模	6	友だちが模型と言いました。	模型	もけい	3
模	6	見学で模様を体験しました。	模様	もよう	2
訳	6	辞書で訳すを調べました。	訳す	やくす	2
訳	6	見学で翻訳を体験しました。	翻訳	ほんやく	3
郵	6	辞書で郵便を調べました。	郵便	ゆうびん	2
郵	6	見学で郵送を体験しました。	郵送	ゆうそう	3
優	6	日記に優しいを使いました。	優しい	やさしい	1
優	6	見学で優秀を体験しました。	優秀	ゆうしゅう	3
幼	6	友だちが幼いと言いました。	幼い	おさない	1
幼	6	将来幼児にかかわる仕事がしたいです。	幼児	ようじ	2
欲	6	授業で欲しいという語を習いました。	欲しい	ほしい	1
欲	6	図書館で欲望の本を借りました。	欲望	よくぼう	4
翌	6	授業で翌日という語を習いました。	翌日	よくじつ	3
翌	6	父が翌年の仕組みを教えてくれました。	翌年	よくねん	3
乱	6	辞書で乱れるを調べました。	乱れる	みだれる	2
乱	6	図書館で混乱の本を借りました。	混乱	こんらん	3
卵	6	ドリルに卵が出ました。	卵	たまご	1
卵	6	見学で卵黄を体験しました。	卵黄	らんおう	4
覧	6	授業で観覧という語を習いました。	観覧	かんらん	4
覧	6	将来一覧にかかわる仕事がしたいです。	一覧	いちらん	3
裏	6	ドリルに裏が出ました。	裏	うら	1
裏	6	図書館で裏側の本を借りました。	裏側	うらがわ	2
律	6	先生が法律について説明しました。	法律	ほうりつ	3
律	6	自由研究で音律を調べました。	音律	おんりつ	4
臨	6	辞書で臨時を調べました。	臨時	りんじ	4
臨	6	父が臨むの仕組みを教えてくれました。	臨む	のぞむ	3
朗	6	日記に朗読を使いました。	朗読	ろうどく	3
朗	6	ニュースで明朗が話題でした。	明朗	めいろう	4
論	6	友だちが議論と言いました。	議論	ぎろん	3
論	6	将来論文にかかわる仕事がしたいです。	論文	ろんぶん	3
